온실번호,측정라인,표본번호,조사일자,착과수,예측,오차
2,5,2,2024-12-23,5.0,3.9893466850007417,1.0106533149992583
2,5,2,2024-12-30,3.0,3.349916780800023,0.3499167808000232
2,5,2,2025-01-06,2.0,2.666126073746683,0.6661260737466832
2,5,2,2025-01-13,5.0,4.044335983551152,0.9556640164488481
2,5,2,2025-01-20,5.0,3.9101084628479508,1.0898915371520492
2,5,2,2025-01-31,7.0,5.101033320396603,1.8989666796033973
2,5,2,2025-02-03,5.0,5.953813914581881,0.9538139145818807
3,1,1,2024-11-01,0.0,0.49888938900962787,0.49888938900962787
3,1,1,2024-11-04,0.0,0.056641168859125735,0.056641168859125735
3,1,1,2024-11-11,0.0,0.6202073543128869,0.6202073543128869
3,1,1,2024-11-18,0.0,0.8946949972112067,0.8946949972112067
3,1,1,2024-11-25,1.0,1.2266325883598115,0.22663258835981148
3,1,1,2024-12-02,6.0,4.995317587657996,1.004682412342004
3,1,1,2024-12-09,8.0,7.472721382453738,0.527278617546262
3,1,1,2024-12-16,6.0,7.0643873048072665,1.0643873048072665
3,1,1,2024-12-23,4.0,4.8504612866626164,0.8504612866626164
3,1,1,2024-12-30,2.0,3.688992101855739,1.6889921018557388
3,1,1,2025-01-06,2.0,2.9348566907626816,0.9348566907626816
3,1,1,2025-01-13,5.0,4.349166289780137,0.6508337102198629
3,1,1,2025-01-20,5.0,4.280512698054199,0.7194873019458008
3,1,1,2025-01-31,8.0,4.991246779371074,3.0087532206289263
3,1,1,2025-02-03,7.0,5.7911025193004235,1.2088974806995765
3,1,2,2024-11-01,0.0,0.49888938900962787,0.49888938900962787
3,1,2,2024-11-04,0.0,0.04373806816801785,0.04373806816801785
3,1,2,2024-11-11,0.0,0.4160807173722451,0.4160807173722451
3,1,2,2024-11-18,0.0,1.0602193012358185,1.0602193012358185
3,1,2,2024-11-25,3.0,1.2875851026908687,1.7124148973091313
3,1,2,2024-12-02,5.0,6.222984980437951,1.2229849804379507
3,1,2,2024-12-09,7.0,7.008581013582834,0.008581013582833918
3,1,2,2024-12-16,5.0,6.483254031639952,1.4832540316399516
3,1,2,2024-12-23,4.0,4.342426378659108,0.3424263786591082
3,1,2,2024-12-30,4.0,3.720185372743208,0.27981462725679185
3,1,2,2025-01-06,4.0,3.1703714073306726,0.8296285926693274
3,1,2,2025-01-13,4.0,4.0238709370465555,0.023870937046555518
3,1,2,2025-01-20,4.0,3.6059743551230587,0.39402564487694125
3,1,2,2025-01-31,7.0,4.667728233231618,2.3322717667683817
3,1,2,2025-02-03,7.0,5.25196307518028,1.7480369248197203
3,2,1,2024-11-01,0.0,0.7502223739594365,0.7502223739594365
3,2,1,2024-11-04,0.0,0.19725347111513386,0.19725347111513386
3,2,1,2024-11-11,0.0,0.5848966799919094,0.5848966799919094
